Tausug,Part of Speech,English Translation
tuput	"to fit, be just right, enough [b2f7e36caf68f881b616b6354943e205]"	show set
mag-tugun	to fix a date (for something) [05cca4985c937f68d3d87837e4d9128c]	show set
labtik	"to flap (as of a spring, rubber, or the tongue) [0db48f02a302417354188516c6785002]"	show set
ma?-akkal	"to fool, trick, dupe, deceive (someone) [f9f75fce1463394dc8e63be342412914]"	show set
mag-lugus	"to force, compel (someone) [f472f337ec29731b48a205f16995b90b]"	show set
kubal-an	to form or develop calluses [ad4d43741c894e1ed4d9816ddcc97b53]	show set
ma-?ahuy	to gather firewood (esp. in the woods) [342aed4e7ad0cdac40e2cd726d0b873a]	show set
sanam-un	"to get ants (in something), attract ants (as sugar on a plate) [a94d97aed763cdd32f564346b703605a]"	show set
layu?	to get far away from (something) [78e46aa8e11eb62463e982f516e97b54]	show set
mag-paspas	to get rid of by brushing off; to brush off (something) [b11ba4414312fe1a21bc7e6012eeeee7]	show set
kikik	to giggle [b3c06d714e6988360342d8bd9b982395]	show set
k-ari-an	to give or hand something over to someone [7c97f099c9e7fdf47539fa2e0f16cb52]	
mag-a?kas	"to give someone a ride behind one, as on a horse, scooter, or bicycle [d1e70399af28ee4ad3722a3f4115aecb]"	show set
sa?sa?	to go against (a current of water or wind) [ac0dcf065ffb2f616b9d97dac2915915]	show set
mag-pu?pu?	to grasp or clutch things together [85635cf4f63b9945023b2a2092093cf2]	show set
mag-pukpuk	"to hammer, pound (something); strike something with something else [5eecee9a42b217aa583019772e5fd09e]"	show set
mag-sablay	to hang or drape something (as a garment) to dry; to wear a blouse [ae7da2b2b49feef68e7bb056a1987185]	show set
ka-bukug-an	to have a bone stuck in one�s throat [bacd409cf582f4066082d8f41c50a1f4]	show set
kayah-un	"to have energy, force, vigor, strength; have resources, available wealth, or means [44f924b38923e06f00d099f273691930]"	show set
mag-pa-gunti?	to have one�s hair cut [5df712a04065ac82b63db146e542b9a4]	show set
mag-gi-nhawa	to have or behave with dignity [00c798025addcc217c8b1d5137e4dcb0]	show set
mag-nana?	to have or develop pus [f8daf47c4f10ac1b613a5b8382a0725f]	show set
pasu?-un	to heat (something) [54edf93eaea4373bbef05b533495b6ee]	show set
tapuk	to hide or conceal (something) [823d45bd8b0a5aa335378e685bb40da8]	show set
mag-lukluk	to hide or lay (something) away [85d918bd226cf80a2f13a8515dfc33f3]	show set
pa-nagat	"to hunt for shellfish, edible plants or other edible animals along the shore at low tide [b9eac53cacd370a0230c6d040fa2ce1d]"	show set
ma-sipat	"to imagine; describe, express, explain [bca954c06858dbf8b573c1d1e38846c1]"	show set
mag-ka-tawa	to laugh [76e5ca44222a53da67e0d5f44000d7f6]	show set
mag-laun	"to let the marriageable age pass by, become too old to get married [f51d4f2237dff4d74b4dabca69fa6cf1]"	show set
mag-tambak	"to level (a low place), fill in (ground); pile stones (often over a grave) [e83b77d183aaa2bbdc180fa5a885025e]"	show set
mag-s??	to light or kindle [d4cc922a26518e3e388d69e9fd0b23a6]	show set
du?ug-un	to listen [c90c19e08bce1d31736668cabbcb3b52]	show set
du?ug	"to listen, hear, pay attention to or take heed (by listening) [6fb7e08f4600132b6c8bf1482016e310]"	show set
du?ug	"to listen, hear, pay attention to or take heed (by listening) [6fb7e08f4600132b6c8bf1482016e310]"	show set
ma-?il?	"to look at (something) in order to recognize it or see whose it is, to identify something; to claim something; to shy away from (someone, especially spoken of a baby) [2d97f5f7e7fff83795e7ef9fe79f1ad9]"	show set
mag-sukay	"to look for (and kill) lice in the hair, one by one [cbb36cbad59c493ea8f71219dd36cbf7]"	show set
mag-li?at-li?at	to look quickly here and there (as of someone astounded or on guard) [6fb48df5bdb02c231d0e678894122439]	show set
mag-ha?ad	to look up (as into a tree) [11927d848b1be7e986f412d0af651ed8]	show set
ma-lumus	"to lose consciousness due to water in the lungs or lack of air in the lungs (death does not always result), drown [b4a5fd34d31b2d4dd08aa0c1a524242e]"	show set
mag-luba?	"to make a depression, hole or pit in the ground [6466759e1df755d19d4aea8266046139]"	show set
mag-pugad	to make a hideout (as thieves) [f3d268316d10ff01ac01e171d518abb3]	show set
nipis-an	"to make (something) thinner, take away some thickness [6abfe2774665b1838ded603b491946b0]"	show set
puti?-un	to make something white [e52b36ea16ce327ab53f04808f122746]	show set
mag-tupu?	"to measure (a volume, as of grain, cooking oil, or kerosene) [9fe75e3391494fa84f7489ddb1d3fcd8]"	show set
mag-i?sud	"to move something a little, budge something [ceaeb8c208e15aec7cf2d090edce1321]"	show set
??n-an	to name something [848825173b62938c005810fc76c5ee3b]	show set
dila?	tongue [cc99541ff10660a5542cc6eec7b81ac4]	show set
okab	to open [e479b608df58922eaf538f29d0eadcdb]	show set
tugun	"to order (something to be brought by someone else), send word (to someone) [2e88f3b5d2061bf749c154391f410c4a]"	show set
ipun	tooth [28b26be59c986170c572133aaace31c2]	show set
puntuk	"top, apex, peak, summit (as of a mountain or building) [af62334857ee2ea2f52a4d2ccf608fe0]"	show set
bayad-an	"to pay (a debt of money, gratitude, etc.) [b9d05d79146a5146d6ce491519f4146e]"	show set
mag-pa?kat	"to place something heavy over something else; to pile, heap into a pile (as plates, books or pillows) [81f9e0d8228eda5846c34e3823b33b88]"	show set
katam-an	to plane (something) [64a9befa4d420d3eee7e8173c52ee623]	show set
tanum	to plant something [58274b6493b682d23d6837eb87864df0]	show set
tanum-an	to plant something [58274b6493b682d23d6837eb87864df0]	show set
mag-tanum	"to plant (something), as vegetables [845a7d11e7b8b6b802d3b0d868aba73d]"	show set
tanum	to plant (something); to bury (something) [f63e0505399fea171dced8f471fa6708]	show set
suli?	to play such an instrument [a5d3a62e6eeb4781c32b63cf09f9e993]	show set
tudlu?	to point at or point out (something with the finger) [ca962593ac1cd247560af499af15ccf7]	show set
mag-tua?	to pour a liquid from one container to another [0499686a635ff78f124d7f2ea6d81cbe]	show set
mag-putu	to prepare this confection [98b8d5412672c463f43d5ce262480c7a]	show set
tukun	to propel a small boat with a pole in shallow water [e8d6182cc24e3308ef4d16aa9aafd93f]	show set
tukun-an	to propel a small boat with a pole in shallow water [e8d6182cc24e3308ef4d16aa9aafd93f]	show set
mag-halhal	"to protrude, hang out (as the tongue from exhaustion, heat, thirst) [b397e1ee95c12222671b335c452ebb0d]"	show set
mag-ta?kay	to provide a handle [90939d7af6d790c03b0e2c5c0ec0992b]	show set
kapay-an	to provide a propeller (for a boat or ship) [0673055df0874fc4ed04774324c96bcc]	show set
mag-putput	"to puff, blow [5886100acaf0730ab309e79fffd286aa]"	show set
mag-si?al	"to put a wedge in (something), shim (something) [72202889fc70660e7d02d0c00043f536]"	show set
su?it	"to put food into one�s (or someone�s) mouth, either by hand or with a spoon; to feed someone [d836c1681f5b7ec798d9e12f27f10ff5]"	show set
mag-paspas	"to put forth a sudden burst of speed, exert physical effort [0f9ca0f41b56fee83f116df2ccfc1c3d]"	show set
pasa?-un	to put things together into sets or groups [58298b7091620bad132e443827125926]	show set
mag-kakak	to quack like a duck; to laugh boisterously [995050bf2cba31e66827b258f7990fea]	show set
mag-lumba?	"to race, compete in a contest of speed [05cc3a1bb5fc9ec81ef30c4e45ef97a6]"	show set
kindat	"to raise an eyebrow, wink at someone [b4cd0c47b2459c7a1d603eebbab60ffc]"	show set
ugbus-an	to remove the new shoots from a plant [3522bb91294ff09eb199a502c8d7bf32]	show set
p??-an	to remove unhusked rice or other particles (from cooking rice) [a8cc68bf86319d749fab0ea846a7c142]	show set
mag-du?gas	to repound rice in order to clean it more thoroughly [4735e746467721053d92c43c0a0fab04]	show set
ba?ka?-un	"to ride in a canoe, travel by canoe [d36eda849cbac687d93764fc2a35f25c]"	show set
duwa	to ride on the same conveyance with another person [1f4648b2be8b77b156cfbae6005fb924]	show set
mag-duwa	"to ride on the same conveyance with another person; in two, into two (parts) [00acdf70be401ccf312fcd9a56a0a5b3]"	show set
tastas	torn on the seam [0db634908418ca2178631b9d943f3a79]	show set
li?ga?	"to rock or sway (something), roll (something) back and forth, as a boat rocking in the water [664215afb82180e899c1dd0c67d28080]"	show set
pugus	to roll or knot the hair [2d52b08c458fa346c4bf9fbf99ffe8b8]	show set
gabuk	"to rot, crumble [d6c0049a9e1c2d4cb067d113ba665e5b]"	show set
gabuk-un	"to rot, crumble [d6c0049a9e1c2d4cb067d113ba665e5b]"	show set
gidgid	"to rub something vigorously against something else, rub something off [85f0340a06f1e2573b6f11e9cb91e63b]"	show set
mag-layag	to sail (to a place) [bc93b4f02822cd6fbf355a729a58436c]	show set
kamut	to scoop (something) with the hand [144c01874dd90b1ffe1563f3432b40aa]	show set
mag-kagud	"to scrape, remove something by scraping [f18ede716afa89b99b575d8246f0ebbf]"	show set
katul	to scratch (esp. with fingers) [632e918853cc9d9821f0c4aa70cbf50e]	show set
mag-katul	to scratch (esp. with fingers) [632e918853cc9d9821f0c4aa70cbf50e]	show set
lampasu	to scrub a floor with a coconut husk; to mop a floor [3b9c2cbdb6cd1705e35746b31a2fcd98]	show set
ka-mata-han	to see with the eyes [83c5442834296a4cecd71e3c24b7c4ef]	show set
mag-taun	"to set (a fish trap, as a basket trap); something (especially money) risked in a game of chance, bet [75912f8250845c3f4c76b6f874286c54]"	show set
dapug	"to set fire to, ignite (something) [ab60c638428519f6e68a30176ee986ac]"	show set
mag-dapug	"to set fire to, ignite (something) [ab60c638428519f6e68a30176ee986ac]"	show set
da?pug	to set fire to (speech of the interior) [85742effe3b6b78e73795f1c659f76a6]	show set
pugad-an	to settle in a nest [b991f7ca17eca8ff0e01d34685c81687]	show set
mag-dapit	to side with or favor someone [a521098a91a6b776777a2213f53f7b30]	show set
ma-lunud	"to sink, submerge, capsize [9958ed9657dfa21f6fa22fa11373ba57]"	show set
mag-liad	"to slant (something), bend (the body); (for an object) to lean, be slanting [587c5122fb3cb5207205ec1df065218c]"	show set
ma-t?g	to sleep [6e909e412ef637213a4a85f4ae4d2cf8]	show set
ka-bahu-an	to smell a bad smell [08c1dc1731e0bddda806ed6a1f411d90]	show set
mag-kigkig	to smooth or polish a rough surface (esp. wood) [8685176dfc0bbb393b561171d6d4cd3c]	show set
kutik	"to snap two fingers together, making a sound [d3406cb99e2fd25e91910dc31c7aeca5]"	show set
kawin	to solemnize a marriage [64ce0cbea741363d8ec1844bf6b72a5c]	show set
mag-kawin	to solemnize a marriage [64ce0cbea741363d8ec1844bf6b72a5c]	show set
ti?ug	to sound like (someone�s voice) [a1d65f4e1c0119646ae35376b7aa9569]	show set
lura?	to spit or eject saliva from the mouth [c6049938adf7dc4b2684f31434fc3ff5]	show set
mag-lura?	to spit or eject saliva from the mouth [c6049938adf7dc4b2684f31434fc3ff5]	show set
ma?-hi-lura?	to spit so as to show contempt or scorn [193be17342378638fe2594e655ea3fd6]	
tandak	to stamp one�s feet [215d952b84c8f5a9abca2fe1aafd392e]	show set
lakar-un	to step from one place to another [0cfbe3df676ccad5f20c1c747a4377f8]	show set
lakar-an	to step over something [63689177584b448ab82b32258ff7520d]	show set
lakad	to step to (a place with big steps) [8387c438dfb31051cdfeb25e2338fa2f]	show set
mag-lakad	to step to (a place with big steps) [8387c438dfb31051cdfeb25e2338fa2f]	show set
mag-dukut	to stick to and get burnt [aaf378a46c1330fb646506d9c9ea66a9]	show set
dukut	"to stick to and get burnt; (for ink, pencil lead) to adhere to a surface [eaf28b6cd9e36f1b1d5de6ad7a8bf400]"	show set
batu-hun	to stone something [dc39c022065282a0493949fc6303a056]	show set
mag-sikad	to stretch out the legs [728f012cd5878d4ff1a67416578d6dd9]	show set
sikar-an	to stretch out the legs (in reclining or relaxing) [ff83dbf5de04028740f936ec3d0e59ca]	show set
mag-tuhug	"to string (something, as fish or beads) [c0490e377af3a0f249c6779c5409f6a7]"	show set
sapa	"to swear (an oath), take an oath [e95f428ed7f9922480f4fcca1315b0cc]"	show set
la?uy-un	to swim out to something [a681901a15b43ac431863895723692dd]	show set
la?uy	to swim (to a destination) [ed537c98d5dc91e7b44aa2d789ae6892]	show set
mag-la?uy	to swim (to a destination) [ed537c98d5dc91e7b44aa2d789ae6892]	show set
ta?ta?	"to take off, remove (something from something else, as buttons or other detachable objects); take something apart [2e7d8073c48440c9be69487425518ad0]"	show set
suru?-un	to take or eat something with a spoon [28bb2f293fde3cb10e2db6b5e04e1f0b]	show set
mag-suki?	to take someone as a regular customer [c2c8c806a7c1082d702d1ddfab739152]	show set
mag-suysuy	"to tell, report a rumor, converse on general subjects; give an account of or story about (something) [998e333815edb1878304c9efc9a9c16c]"	show set
tanud	to thread (a needle or sewing machine) [bd9a27b6ccda2bd3f1b828ac6f3560ec]	show set
gapus-un	"to tie, bind (as a cow to be butchered; grasp (someone) and hold firmly, esp. one who resists [27d1ec9c182d723ca5e88573888e90ef]"	show set
mag-gapus	"to tie, bind (as a cow to be butchered; grasp (someone) and hold firmly, esp. one who resists [27d1ec9c182d723ca5e88573888e90ef]"	show set
mag-sunsun	to tighten the weaving (of nipa or coconut leaf shingles or woven material such as a mat or basket) [fe8bccae2e773a5b1afe20d0c0eb6089]	show set
mag-sa?lag	"to toast or roast (food in a pan, without oil or water) [bcf7316f5e16805bead04426658a966f]"	show set
mag-t?la?	to toss coins (for heads or tails) [a5b76dc8660f959c614184cc3bdc397d]	show set
kablit	"to touch (something) with a flicking motion of the finger, to strum (a guitar) [42b6bcdfee2f1452fb09e464afadf081]"	show set
liku?	to turn [4c47a0cd06bb28c10051a0b286c2fe89]	show set
mag-liku?	to turn [4c47a0cd06bb28c10051a0b286c2fe89]	show set
ma-muti?	to turn pale [f4315d5740456e46ea9a8c9468b86bfa]	show set
tabid	to twist or wring something; to wring the water out of something [fd191e96cbad4649b33b9deb7b1d4fac]	show set
puas-an	to untie something; (of a matter or problem) settled [584a7e34efb864afcd4952f72240be15]	show set
sabit-an	to use a hook (especially for fishing); a cloth money belt (usually used by older men along with loose-fitting cotton trousers) [b55524635bfa5efac75a301d90941af6]	show set
akkal-un	"to use one�s mind, wisdom, intellect (to do something) [bcae62129bc36846e2ce6ee860ded587]"	show set
kahuy-un	to use something as firewood [db16b98986e53ff1e215d945fe508b5a]	show set
mag-?aw?aw	"to utter such a sound, mumble, mutter, grumble [46bfda247c1ab891811181731ea44dfc]"	show set
suka	"to vomit, throw up [ada9e23895cadbaab0f174a689ed8b10]"	show set
tagad	to wait for something [aaf9b4316c272df708969285fda6379a]	show set
mag-pukaw	to wake up someone [84d177111ddfefb23cd98cdbc39ac4f1]	show set
mag-siki	"to walk, go by foot, hike; a foot (either the standard measurement or the length of a person�s foot) [c4b20bd84d3e7610a3c14833f6b7c297]"	show set
pakay	"to wear something (as clothes, jewelry, or a belt) [2247a6a015fdd738d052929ed29f48fa]"	show set
mag-timba?	to weigh something with a scale or balance [5cc7a6976e1da7e6305fee268da954d4]	show set
timba?	to weigh something with a scale or balance; consider something (in making a choice) [c5ce1a57a96699ee6fd423bc3d33a040]	show set
lanus	to wither [37e54af391b713a76734cde7bde1680b]	show set
kullus	"to wither; for a swelling or bump to subside; for a person or animal to lose weight; for a tire, balloon, etc. to lose air (and so get smaller) [b9d1aaf07857b45231515f2e45950de4]"	show set
luyluy	"to wither, wilt [c355cb243954f64e9794862a4a19d176]"	show set
anad	"trained, accustomed to [560d1644e4ad6e61b23aecabb4c97d23]"	show set
laak	"trochus, top shell [2a4a6c52797960ab786aeb6bf08fdf1d]"	show set
bata?	"trunk of a tree, log, stalk of a plant [1572d3508f4263107e119db840d85ab7]"	show set
dulaw	"turmeric, an East Indian herb of the ginger family: Curcuma longa [32549f79803c09a3ebd5dabff410591a]"	show set
libut	"twist, as a jar lid [5a144e77604d8c7559590bd6969a916e]"	show set
tabid	"twisted, not straight, out of shape [b23063b68e78ad82cf1574a2ecdf51dc]"	show set
duwa	two [b8a9f715dbb64fd5c56e7783c6820a61]	show set
bapa?	"Uncle, Dad, Sir (respectful term of address for an uncle, stepfather but not one�s own father, and any man appropriately a generation older than the speaker [157be5e6e4ad2fcd30d022cad803a6e1]"	show set
duwa-ruwa	"undecided, vacillating [11f8d9b956db5bac4b9ba34674989666]"	show set
hukas	undress [ccf0381ac6c0fdd2c29ac68688e37df8]	show set
hubad	"untie, unlash [3b427ca1a16007cf48ec8e2b0bf6f67a]"	show set
ugat	"vein, nerve, artery, tendon [6b2fc6879d49921200707775bc9317e4]"	show set
sakit babai	venereal disease [a092c7087d983a6b44bd49f4e25bf51e]	show set
b?gun	vine [a77b51765620b8b0c50236e9ea8907ab]	show set
pagas	voiceless (as from a cold); hoarse [5b9572364b49b3c55e9794258cc57f3b]	show set
suka	vomit (ejected matter from the stomach via the mouth) [1eaf33f3b361b37f88ca542e8bcd9659]	show set
na-pilay	was made lame [ffbdeafe717d1d830696f72d606dd0e5]	show set
busay	waterfall [911b1ca4b34d45a115afee01b1e4fbb9]	show set
tubig	"water, juice (of a fruit), (with ) tears [89753ae6cc4bec765519a01c4984fcab]"	show set
ma-tubig	"watery, (of fruit) juicy [5df099db10234bc21f8c2618a2023096]"	show set
d?n	"way, road, trail, street, path [9130bfa3c10cce71cf824c5d9ce054a2]"	show set
u-nuh	what? [4a2028eceac5e1f4d252ea13c71ecec6]	show set
ha?u-nuh	when? [df491a4de50739fa9cffdbd4e3f4b4bb]	show set
ma-puti?	white [d508fe45cecaf653904a0e774084bb5c]	show set
puti?	white [d508fe45cecaf653904a0e774084bb5c]	show set
latag	"widespread, prevalent [264852085fd56528d2ec7090b85f2e1f]"	show set
lanus	"wilted, withered (generally of leaves; also of coconuts, coffee and grains of corn) [f33bcbf926e111670aeaf5a31f402f58]"	show set
pikpik	wing (of bird or plane) [0d10b47515e38d9a03fae029464af4b6]	show set
kawat	"wire (as for conducting electric current, stringing musical instruments, barbed wire fence, snares) [ebf21e46238d5e4c2b1f3d872e7c010f]"	show set
ma-sakit	"(with ) bitter against, hateful (toward someone) [7a96906dc082df5648ac4a4caea85200]"	show set
kullus	withered [342a99154d999c47f1fc69d900097df9]	show set
luyluy	"withered, wilted (as of flowers or leaves) [1bab38ea3805bb542f60750f820f5568]"	show set
ta?	wonder (softens the tone of a question) [99feb30b1c8b5e84a018f5aefad382eb]	show set
kahuy	"wood, tree, lumber, timber [e5ad80c9c0baaea1a37e8a8f7ab6b8fb]"	show set
?d	"worm, grub, maggot [6ab6faf18f7a491a4cff920cd028c96c]"	show set
l?n	"wrap something by turning it over and over, to roll up [da5108758d15905ba53832625a1ef90f]"	show set
kusut	"wrinkled, not smooth, not pressed, not tidy (as of clothing and the like) [1e3c39478d827eeda9977af4a5e2947e]"	show set
ula?	yell [4f4e35d1cff402788fee027c112a9d90]	show set
kahapun	yesterday [eac9e8dd8575f4c7831f1f6a72607126]	show set
tuyu?	"zeal, ernestness [4d0acf1dc142f31d358d9a9d4b8d53bf]"	
